##ID,CN
ID,Info
LC_COMMON_BUFF_TYPE_138,行动力上限
LC_COMMON_BUFF_TYPE_139,行动力减耗
LC_COMMON_BUFF_TYPE_140,行动力恢复加速
LC_COMMON_BUFF_TYPE_141,步兵攻击
LC_COMMON_BUFF_TYPE_142,步兵防御
LC_COMMON_BUFF_TYPE_143,步兵生命
LC_COMMON_BUFF_TYPE_144,骑兵攻击
LC_COMMON_BUFF_TYPE_145,骑兵防御
LC_COMMON_BUFF_TYPE_146,骑兵生命
LC_COMMON_BUFF_TYPE_147,弓兵攻击
LC_COMMON_BUFF_TYPE_148,弓兵防御
LC_COMMON_BUFF_TYPE_149,弓兵生命
LC_COMMON_BUFF_TYPE_150,投石车攻击加成
LC_COMMON_BUFF_TYPE_151,投石车御加成
LC_COMMON_BUFF_TYPE_152,投石车生命加成
LC_COMMON_BUFF_TYPE_153,箭楼攻击加成
LC_COMMON_BUFF_TYPE_154,箭楼防御加成
LC_COMMON_BUFF_TYPE_155,箭楼生命加成
LC_COMMON_BUFF_TYPE_156,军团攻击
LC_COMMON_BUFF_TYPE_157,军团防御
LC_COMMON_BUFF_TYPE_158,军团生命
LC_COMMON_BUFF_TYPE_159,军械攻击
LC_COMMON_BUFF_TYPE_160,全体军械防御加成
LC_COMMON_BUFF_TYPE_161,全体军械生命加成
LC_COMMON_BUFF_TYPE_162,降低进攻方攻击(防守时有效）
LC_COMMON_BUFF_TYPE_163,降低进攻方防御(防守时有效）
LC_COMMON_BUFF_TYPE_164,降低进攻方生命(防守时有效）
LC_COMMON_BUFF_TYPE_165,降低敌方攻击
LC_COMMON_BUFF_TYPE_166,降低敌方防御
LC_COMMON_BUFF_TYPE_167,降低敌方生命
LC_COMMON_BUFF_TYPE_168,粮食产量
LC_COMMON_BUFF_TYPE_169,石头产量提高
LC_COMMON_BUFF_TYPE_170,木材产量提高
LC_COMMON_BUFF_TYPE_171,铁矿产量提高
LC_COMMON_BUFF_TYPE_172,金币产量
LC_COMMON_BUFF_TYPE_173,粮食容量提高
LC_COMMON_BUFF_TYPE_174,木材容量提高
LC_COMMON_BUFF_TYPE_175,铁矿容量提高
LC_COMMON_BUFF_TYPE_176,石头容量提高
LC_COMMON_BUFF_TYPE_177,金币容量提高
LC_COMMON_BUFF_TYPE_178,研发速度
LC_COMMON_BUFF_TYPE_179,建造速度
LC_COMMON_BUFF_TYPE_180,统御经验加成
LC_COMMON_BUFF_TYPE_181,战争狂热
LC_COMMON_BUFF_TYPE_182,护盾
LC_COMMON_BUFF_TYPE_183,反侦察
LC_COMMON_BUFF_TYPE_184,疑兵
LC_COMMON_BUFF_TYPE_185,讨伐2（军团pve）伤害
LC_COMMON_BUFF_TYPE_186,猎魔伤害
LC_COMMON_BUFF_TYPE_187,猎魔行动力恢复
LC_COMMON_BUFF_TYPE_188,猎魔行动力上限
LC_COMMON_BUFF_TYPE_189,猎魔行动力减耗
LC_COMMON_BUFF_TYPE_190,猎魔连击数
LC_COMMON_BUFF_TYPE_191,猎魔战英雄生命加成
LC_COMMON_BUFF_TYPE_192,猎魔战治疗效果加成
LC_COMMON_BUFF_TYPE_193,猎魔战英雄初始怒气加成
LC_COMMON_BUFF_TYPE_194,侦查
LC_COMMON_BUFF_TYPE_195,装备锻造速度提高
LC_COMMON_BUFF_TYPE_196,减少燃烧时间
LC_COMMON_BUFF_TYPE_197,提高防御部队攻防血
LC_COMMON_BUFF_TYPE_198,集结部队上限
LC_COMMON_BUFF_TYPE_199,集结部队攻击力
LC_COMMON_BUFF_TYPE_200,援军部队上限
LC_COMMON_BUFF_TYPE_201,增援行军速度
LC_COMMON_BUFF_TYPE_202,运输速度加成
LC_COMMON_BUFF_TYPE_203,天赋记忆组合数量
LC_COMMON_BUFF_TYPE_204,解锁T2步兵
LC_COMMON_BUFF_TYPE_205,解锁T2骑兵
LC_COMMON_BUFF_TYPE_206,解锁T2弓兵
LC_COMMON_BUFF_TYPE_207,解锁T3步兵
LC_COMMON_BUFF_TYPE_208,解锁T3骑兵
LC_COMMON_BUFF_TYPE_209,解锁T3弓兵
LC_COMMON_BUFF_TYPE_210,解锁T4步兵
LC_COMMON_BUFF_TYPE_211,解锁T4骑兵
LC_COMMON_BUFF_TYPE_212,解锁T4弓兵
LC_COMMON_BUFF_TYPE_213,解锁箭塔
LC_COMMON_BUFF_TYPE_214,水晶矿采集速度
LC_COMMON_BUFF_TYPE_215,解锁箭楼
LC_COMMON_BUFF_TYPE_216,军械升级速度提高
LC_COMMON_BUFF_TYPE_217,投石车升级资源消耗降低
LC_COMMON_BUFF_TYPE_218,箭楼升级资源消耗降低
LC_COMMON_BUFF_TYPE_219,军营训练兵量
LC_COMMON_BUFF_TYPE_220,医院容量
LC_COMMON_BUFF_TYPE_221,快速换装组合上限
LC_COMMON_TALENT_NAME_1,部队攻击I
LC_COMMON_TALENT_NAME_2,部队训练I
LC_COMMON_TALENT_NAME_3,骑兵攻击I
LC_COMMON_TALENT_NAME_4,步兵攻击I
LC_COMMON_TALENT_NAME_5,弓兵攻击I
LC_COMMON_TALENT_NAME_6,医疗
LC_COMMON_TALENT_NAME_7,投石车攻击I
LC_COMMON_TALENT_NAME_8,箭楼攻击I
LC_COMMON_TALENT_NAME_9,军团防御I
LC_COMMON_TALENT_NAME_10,军团生命I
LC_COMMON_TALENT_NAME_11,骑兵攻击II
LC_COMMON_TALENT_NAME_12,步兵攻击II
LC_COMMON_TALENT_NAME_13,弓兵攻击II
LC_COMMON_TALENT_NAME_14,部队训练II
LC_COMMON_TALENT_NAME_15,投石车攻击II
LC_COMMON_TALENT_NAME_16,箭楼攻击II
LC_COMMON_TALENT_NAME_17,骑兵攻击III
LC_COMMON_TALENT_NAME_18,步兵攻击III
LC_COMMON_TALENT_NAME_19,弓兵攻击III
LC_COMMON_TALENT_NAME_20,军团防御II
LC_COMMON_TALENT_NAME_21,军团生命II
LC_COMMON_TALENT_NAME_22,粮食产量I
LC_COMMON_TALENT_NAME_23,岩石产量I
LC_COMMON_TALENT_NAME_24,建造速度I
LC_COMMON_TALENT_NAME_25,研究速度I
LC_COMMON_TALENT_NAME_26,木材产量I
LC_COMMON_TALENT_NAME_27,铁矿产量I
LC_COMMON_TALENT_NAME_28,金币产量I
LC_COMMON_TALENT_NAME_29,粮食产量II
LC_COMMON_TALENT_NAME_30,负重I
LC_COMMON_TALENT_NAME_31,采集速度I
LC_COMMON_TALENT_NAME_32,岩石产量II
LC_COMMON_TALENT_NAME_33,木材产量II
LC_COMMON_TALENT_NAME_34,建造速度II
LC_COMMON_TALENT_NAME_35,铁矿产量II
LC_COMMON_TALENT_NAME_36,研究速度II
LC_COMMON_TALENT_NAME_37,金币产量II
LC_COMMON_TALENT_NAME_38,粮食产量III
LC_COMMON_TALENT_NAME_39,岩石产量III
LC_COMMON_TALENT_NAME_40,负重II
LC_COMMON_TALENT_NAME_41,采集速度II
LC_COMMON_TALENT_NAME_42,木材产量III
LC_COMMON_TALENT_NAME_43,铁矿产量III
LC_COMMON_TALENT_NAME_44,金币产量III
LC_COMMON_TALENT_UNLOCK_D,需要{0}达到Lv{1}
LC_COMMON_TALENT_RESET_ERROR1,无可重置的点数！
LC_COMMON_Army_Gathering_1,采集军团
LC_COMMON_Army_Gathering_2,采集中
LC_COMMON_Army_Gathering_3,采集军团返回
LC_COMMON_Army_Reinforce_1,增援军团
LC_COMMON_Army_Reinforce_2,增援中
LC_COMMON_Army_Reinforce_3,增援军团返回
LC_COMMON_Army_Cantonment_1,驻扎军团
LC_COMMON_Army_Cantonment_2,驻扎中
LC_COMMON_Army_Cantonment_3,驻扎军团返回
LC_COMMON_Army_Transport_1,运输军团
LC_COMMON_Army_Transport_3,运输军团返回
LC_COMMON_Army_Scout_1,侦查军团
LC_COMMON_Army_Scout_3,侦查军团返回
LC_COMMON_Army_Attack_1,攻击军团
LC_COMMON_Army_Attack_3,攻击军团返回
LC_COMMON_Army_Hunting_1,猎杀队伍
LC_COMMON_Army_Hunting_3,猎杀队伍返回
LC_COMMON_Army_Assembly_1,集结军团
LC_COMMON_Army_Assembly_2,集结中
LC_COMMON_Army_Assembly_3,集结军团返回
LC_COMMON_AccessorySlot_Unlock_2,锻造厂17级可解锁第二饰品栏
LC_COMMON_AccessorySlot_Unlock_3,锻造厂25级可解锁第三饰品栏
LC_COMMON_RallyMonster_Name_1,叛军营地Lv.1
LC_COMMON_RallyMonster_Name_2,叛军营地Lv.2
LC_COMMON_RallyMonster_Name_3,叛军营地Lv.3
LC_COMMON_RallyMonster_Name_4,叛军营地Lv.4
LC_COMMON_RallyMonster_Name_5,叛军营地Lv.5
LC_STORE_Store_1,商店
LC_STORE_Store_2,我的物资
LC_STORE_Store_3,联盟商店
LC_STORE_Store_Page_1,特殊
LC_STORE_Store_Page_2,资源
LC_STORE_Store_Page_3,加速
LC_STORE_Store_Page_4,战争
LC_STORE_Store_Page_5,宝箱
LC_STORE_ITM_RSS_Food_1,"30,000粮食"
LC_STORE_ITM_RSS_Food_2,"150,000粮食"
LC_STORE_ITM_RSS_Food_3,"500,000粮食"
LC_STORE_ITM_RSS_Food_4,"2,000,000粮食"
LC_STORE_ITM_RSS_Food_5,"6,000,000粮食"
LC_STORE_ITM_RSS_Food_6,"20,000,000粮食"
LC_STORE_ITM_RSS_Food_7,"60,000,000粮食"
LC_STORE_ITM_RSS_Stone_1,"10,000石材"
LC_STORE_ITM_RSS_Stone_2,"50,000石材"
LC_STORE_ITM_RSS_Stone_3,"150,000石材"
LC_STORE_ITM_RSS_Stone_4,"500,000石材"
LC_STORE_ITM_RSS_Stone_5,"1,500,000石材"
LC_STORE_ITM_RSS_Stone_6,"5,000,000石材"
LC_STORE_ITM_RSS_Stone_7,"15,000,000石材"
LC_STORE_ITM_RSS_Wood_1,"10,000木材"
LC_STORE_ITM_RSS_Wood_2,"50,000木材"
LC_STORE_ITM_RSS_Wood_3,"150,000木材"
LC_STORE_ITM_RSS_Wood_4,"500,000木材"
LC_STORE_ITM_RSS_Wood_5,"1,500,000木材"
LC_STORE_ITM_RSS_Wood_6,"5,000,000木材"
LC_STORE_ITM_RSS_Wood_7,"15,000,000木材"
LC_STORE_ITM_RSS_Iron_1,"10,000铁矿"
LC_STORE_ITM_RSS_Iron_2,"50,000铁矿"
LC_STORE_ITM_RSS_Iron_3,"150,000铁矿"
LC_STORE_ITM_RSS_Iron_4,"500,000铁矿"
LC_STORE_ITM_RSS_Iron_5,"1,500,000铁矿"
LC_STORE_ITM_RSS_Iron_6,"5,000,000铁矿"
LC_STORE_ITM_RSS_Iron_7,"15,000,000铁矿"
LC_STORE_ITM_RSS_Gold_1,"3,000金币"
LC_STORE_ITM_RSS_Gold_2,"15,000金币"
LC_STORE_ITM_RSS_Gold_3,"50,000金币"
LC_STORE_ITM_RSS_Gold_4,"200,000金币"
LC_STORE_ITM_RSS_Gold_5,"600,000金币"
LC_STORE_ITM_RSS_Gold_6,"2,000,000金币"
LC_STORE_ITM_RSS_Gold_7,"6,000,000金币"
LC_STORE_ITM_SPD_Min_1,加速(1m)
LC_STORE_ITM_SPD_Min_2,加速(15m)
LC_STORE_ITM_SPD_Min_3,加速(60m)
LC_STORE_ITM_SPD_HR_1,加速(3h)
LC_STORE_ITM_SPD_HR_2,加速(8h)
LC_STORE_ITM_SPD_HR_3,加速(15h)
LC_STORE_ITM_SPD_HR_4,加速(1Day)
LC_STORE_ITM_SPD_Day_1,加速(3Day)
LC_STORE_ITM_SPD_Day_2,加速(7Day)
LC_STORE_ITM_SPD_Day_3,加速(30Day)
LC_STORE_ITM_BuildSPD_Min_1,建造加速(1m)
LC_STORE_ITM_BuildSPD_Min_1_D,将建造剩余时间缩短1分钟。
LC_STORE_ITM_BuildSPD_Min_2,建造加速(15m)
LC_STORE_ITM_BuildSPD_Min_2_D,将建造剩余时间缩短15分钟。
LC_STORE_ITM_BuildSPD_Min_3,建造加速(60m)
LC_STORE_ITM_BuildSPD_Min_3_D,将建造剩余时间缩短60分钟。
LC_STORE_ITM_BuildSPD_HR_1,建造加速(3h)
LC_STORE_ITM_BuildSPD_HR_1_D,将建造剩余时间缩短3小时。
LC_STORE_ITM_BuildSPD_HR_2,建造加速(8h)
LC_STORE_ITM_BuildSPD_HR_2_D,将建造剩余时间缩短8小时。
LC_STORE_ITM_BuildSPD_HR_3,建造加速(15h)
LC_STORE_ITM_BuildSPD_HR_3_D,将建造剩余时间缩短15小时。
LC_STORE_ITM_BuildSPD_HR_4,建造加速(24h)
LC_STORE_ITM_BuildSPD_HR_4_D,将建造剩余时间缩短24小时。
LC_STORE_ITM_BuildSPD_Day_1,建造加速(3Day)
LC_STORE_ITM_BuildSPD_Day_1_D,将建造剩余时间缩短3天。
LC_STORE_ITM_BuildSPD_Day_2,建造加速(7Day)
LC_STORE_ITM_BuildSPD_Day_2_D,将建造剩余时间缩短7天。
LC_STORE_ITM_BuildSPD_Day_3,建造加速(30Day)
LC_STORE_ITM_BuildSPD_Day_3_D,将建造剩余时间缩短30天。
LC_STORE_ITM_ResearchSPD_Min_1,研究加速(1m)
LC_STORE_ITM_ResearchSPD_Min_1_D,将研究剩余时间缩短1分钟。
LC_STORE_ITM_ResearchSPD_Min_2,研究加速(15m)
LC_STORE_ITM_ResearchSPD_Min_2_D,将研究剩余时间缩短15分钟。
LC_STORE_ITM_ResearchSPD_Min_3,研究加速(60m)
LC_STORE_ITM_ResearchSPD_Min_3_D,将研究剩余时间缩短60分钟。
LC_STORE_ITM_ResearchSPD_HR_1,研究加速(3h)
LC_STORE_ITM_ResearchSPD_HR_1_D,将研究剩余时间缩短3小时。
LC_STORE_ITM_ResearchSPD_HR_2,研究加速(8h)
LC_STORE_ITM_ResearchSPD_HR_2_D,将研究剩余时间缩短8小时。
LC_STORE_ITM_ResearchSPD_HR_3,研究加速(15h)
LC_STORE_ITM_ResearchSPD_HR_3_D,将研究剩余时间缩短15小时。
LC_STORE_ITM_ResearchSPD_HR_4,研究加速(24h)
LC_STORE_ITM_ResearchSPD_HR_4_D,将研究剩余时间缩短24小时。
LC_STORE_ITM_ResearchSPD_Day_1,研究加速(3Day)
LC_STORE_ITM_ResearchSPD_Day_1_D,将研究剩余时间缩短3天。
LC_STORE_ITM_ResearchSPD_Day_2,研究加速(7Day)
LC_STORE_ITM_ResearchSPD_Day_2_D,将研究剩余时间缩短7天。
LC_STORE_ITM_ResearchSPD_Day_3,研究加速(30Day)
LC_STORE_ITM_ResearchSPD_Day_3_D,将研究剩余时间缩短30天。
LC_STORE_ITM_CureSPD_Min_1,加速治疗 (1m)
LC_STORE_ITM_CureSPD_Min_1_D,将治疗伤兵剩余时间缩短1分钟。
LC_STORE_ITM_CureSPD_Min_2,加速治疗(15m)
LC_STORE_ITM_CureSPD_Min_2_D,将治疗伤兵剩余时间缩短15分钟。
LC_STORE_ITM_CureSPD_Min_3,加速治疗(60m)
LC_STORE_ITM_CureSPD_Min_3_D,将治疗伤兵剩余时间缩短60分钟。
LC_STORE_ITM_CureSPD_HR_1,加速治疗(3h)
LC_STORE_ITM_CureSPD_HR_1_D,将治疗伤兵剩余时间缩短3小时。
LC_STORE_ITM_CureSPD_HR_2,加速治疗(8h)
LC_STORE_ITM_CureSPD_HR_2_D,将治疗伤兵剩余时间缩短8小时。
LC_STORE_ITM_CureSPD_HR_3,加速治疗(15h)
LC_STORE_ITM_CureSPD_HR_3_D,将治疗伤兵剩余时间缩短15小时。
LC_STORE_ITM_CureSPD_HR_4,加速治疗(24h)
LC_STORE_ITM_CureSPD_HR_4_D,将治疗伤兵剩余时间缩短24小时。
LC_STORE_ITM_CureSPD_Day_1,加速治疗(3Day)
LC_STORE_ITM_CureSPD_Day_1_D,将治疗伤兵剩余时间缩短3天。
LC_STORE_ITM_CureSPD_Day_2,加速治疗(7Day)
LC_STORE_ITM_CureSPD_Day_2_D,将治疗伤兵剩余时间缩短7天。
LC_STORE_ITM_CureSPD_Day_3,加速治疗(30Day)
LC_STORE_ITM_CureSPD_Day_3_D,将治疗伤兵剩余时间缩短30天。
LC_STORE_ITM_TrainSPD_Min_1,加速训练(1m)
LC_STORE_ITM_TrainSPD_Min_1_D,将训练剩余时间缩短1分钟。
LC_STORE_ITM_TrainSPD_Min_2,加速训练(15m)
LC_STORE_ITM_TrainSPD_Min_2_D,将训练剩余时间缩短15分钟。
LC_STORE_ITM_TrainSPD_Min_3,加速训练(60m)
LC_STORE_ITM_TrainSPD_Min_3_D,将训练剩余时间缩短60分钟。
LC_STORE_ITM_TrainSPD_HR_1,加速训练(3h)
LC_STORE_ITM_TrainSPD_HR_1_D,将训练剩余时间缩短3小时。
LC_STORE_ITM_TrainSPD_HR_2,加速训练(8h)
LC_STORE_ITM_TrainSPD_HR_2_D,将训练剩余时间缩短8小时。
LC_STORE_ITM_TrainSPD_HR_3,加速训练(15h)
LC_STORE_ITM_TrainSPD_HR_3_D,将训练剩余时间缩短15小时。
LC_STORE_ITM_TrainSPD_HR_4,加速训练(24h)
