##天赋ID,唯一ID,Type(1-经济天赋，2-战斗天赋）,天赋名(自用）,天赋等级,等级上限,前置天赋（天赋1#天赋2#天赋3..）,BUFFID,BUFF值（万分比）,名称文本,说明文本,ICON,脚标
ID,UID,Type,Name,Level,INT_MaxLevel,INT_PreTech1ID,INT_Param1,INT_Param2,STR_LcT,STR_LcD,STR_PIC,Icon_Small
10310,3,1,0,10,15,10309,144,900,LC_COMMON_TALENT_NAME_3,LC_COMMON_BUFF_TYPE_144,icon_research_Impartment.png,icon_research_lv1.png
10311,3,1,0,11,15,10310,144,1050,LC_COMMON_TALENT_NAME_3,LC_COMMON_BUFF_TYPE_144,icon_research_Impartment.png,icon_research_lv1.png
10312,3,1,0,12,15,10311,144,1200,LC_COMMON_TALENT_NAME_3,LC_COMMON_BUFF_TYPE_144,icon_research_Impartment.png,icon_research_lv1.png
10313,3,1,0,13,15,10312,144,1600,LC_COMMON_TALENT_NAME_3,LC_COMMON_BUFF_TYPE_144,icon_research_Impartment.png,icon_research_lv1.png
10314,3,1,0,14,15,10313,144,2000,LC_COMMON_TALENT_NAME_3,LC_COMMON_BUFF_TYPE_144,icon_research_Impartment.png,icon_research_lv1.png
10315,3,1,0,15,15,10314,144,3000,LC_COMMON_TALENT_NAME_3,LC_COMMON_BUFF_TYPE_144,icon_research_Impartment.png,icon_research_lv1.png
10401,4,1,步兵攻击I,1,15,10203,141,50,LC_COMMON_TALENT_NAME_4,LC_COMMON_BUFF_TYPE_141,icon_research_Impartment.png,icon_research_lv1.png
10402,4,1,0,2,15,10401,141,100,LC_COMMON_TALENT_NAME_4,LC_COMMON_BUFF_TYPE_141,icon_research_Impartment.png,icon_research_lv1.png
10403,4,1,0,3,15,10402,141,150,LC_COMMON_TALENT_NAME_4,LC_COMMON_BUFF_TYPE_141,icon_research_Impartment.png,icon_research_lv1.png
10404,4,1,0,4,15,10403,141,200,LC_COMMON_TALENT_NAME_4,LC_COMMON_BUFF_TYPE_141,icon_research_Impartment.png,icon_research_lv1.png
10405,4,1,0,5,15,10404,141,300,LC_COMMON_TALENT_NAME_4,LC_COMMON_BUFF_TYPE_141,icon_research_Impartment.png,icon_research_lv1.png
10406,4,1,0,6,15,10405,141,400,LC_COMMON_TALENT_NAME_4,LC_COMMON_BUFF_TYPE_141,icon_research_Impartment.png,icon_research_lv1.png
10407,4,1,0,7,15,10406,141,500,LC_COMMON_TALENT_NAME_4,LC_COMMON_BUFF_TYPE_141,icon_research_Impartment.png,icon_research_lv1.png
10408,4,1,0,8,15,10407,141,600,LC_COMMON_TALENT_NAME_4,LC_COMMON_BUFF_TYPE_141,icon_research_Impartment.png,icon_research_lv1.png
10409,4,1,0,9,15,10408,141,750,LC_COMMON_TALENT_NAME_4,LC_COMMON_BUFF_TYPE_141,icon_research_Impartment.png,icon_research_lv1.png
10410,4,1,0,10,15,10409,141,900,LC_COMMON_TALENT_NAME_4,LC_COMMON_BUFF_TYPE_141,icon_research_Impartment.png,icon_research_lv1.png
10411,4,1,0,11,15,10410,141,1050,LC_COMMON_TALENT_NAME_4,LC_COMMON_BUFF_TYPE_141,icon_research_Impartment.png,icon_research_lv1.png
10412,4,1,0,12,15,10411,141,1200,LC_COMMON_TALENT_NAME_4,LC_COMMON_BUFF_TYPE_141,icon_research_Impartment.png,icon_research_lv1.png
10413,4,1,0,13,15,10412,141,1600,LC_COMMON_TALENT_NAME_4,LC_COMMON_BUFF_TYPE_141,icon_research_Impartment.png,icon_research_lv1.png
10414,4,1,0,14,15,10413,141,2000,LC_COMMON_TALENT_NAME_4,LC_COMMON_BUFF_TYPE_141,icon_research_Impartment.png,icon_research_lv1.png
10415,4,1,0,15,15,10414,141,3000,LC_COMMON_TALENT_NAME_4,LC_COMMON_BUFF_TYPE_141,icon_research_Impartment.png,icon_research_lv1.png
10501,5,1,弓兵攻击I,1,15,10203,147,50,LC_COMMON_TALENT_NAME_5,LC_COMMON_BUFF_TYPE_147,icon_research_Impartment.png,icon_research_lv1.png
10502,5,1,0,2,15,10501,147,100,LC_COMMON_TALENT_NAME_5,LC_COMMON_BUFF_TYPE_147,icon_research_Impartment.png,icon_research_lv1.png
10503,5,1,0,3,15,10502,147,150,LC_COMMON_TALENT_NAME_5,LC_COMMON_BUFF_TYPE_147,icon_research_Impartment.png,icon_research_lv1.png
10504,5,1,0,4,15,10503,147,200,LC_COMMON_TALENT_NAME_5,LC_COMMON_BUFF_TYPE_147,icon_research_Impartment.png,icon_research_lv1.png
10505,5,1,0,5,15,10504,147,300,LC_COMMON_TALENT_NAME_5,LC_COMMON_BUFF_TYPE_147,icon_research_Impartment.png,icon_research_lv1.png
10506,5,1,0,6,15,10505,147,400,LC_COMMON_TALENT_NAME_5,LC_COMMON_BUFF_TYPE_147,icon_research_Impartment.png,icon_research_lv1.png
10507,5,1,0,7,15,10506,147,500,LC_COMMON_TALENT_NAME_5,LC_COMMON_BUFF_TYPE_147,icon_research_Impartment.png,icon_research_lv1.png
10508,5,1,0,8,15,10507,147,600,LC_COMMON_TALENT_NAME_5,LC_COMMON_BUFF_TYPE_147,icon_research_Impartment.png,icon_research_lv1.png
10509,5,1,0,9,15,10508,147,750,LC_COMMON_TALENT_NAME_5,LC_COMMON_BUFF_TYPE_147,icon_research_Impartment.png,icon_research_lv1.png
10510,5,1,0,10,15,10509,147,900,LC_COMMON_TALENT_NAME_5,LC_COMMON_BUFF_TYPE_147,icon_research_Impartment.png,icon_research_lv1.png
10511,5,1,0,11,15,10510,147,1050,LC_COMMON_TALENT_NAME_5,LC_COMMON_BUFF_TYPE_147,icon_research_Impartment.png,icon_research_lv1.png
10512,5,1,0,12,15,10511,147,1200,LC_COMMON_TALENT_NAME_5,LC_COMMON_BUFF_TYPE_147,icon_research_Impartment.png,icon_research_lv1.png
10513,5,1,0,13,15,10512,147,1600,LC_COMMON_TALENT_NAME_5,LC_COMMON_BUFF_TYPE_147,icon_research_Impartment.png,icon_research_lv1.png
10514,5,1,0,14,15,10513,147,2000,LC_COMMON_TALENT_NAME_5,LC_COMMON_BUFF_TYPE_147,icon_research_Impartment.png,icon_research_lv1.png
10515,5,1,0,15,15,10514,147,3000,LC_COMMON_TALENT_NAME_5,LC_COMMON_BUFF_TYPE_147,icon_research_Impartment.png,icon_research_lv1.png
10601,6,1,医疗,1,10,10305#10405#10505,137,50,LC_COMMON_TALENT_NAME_6,LC_COMMON_BUFF_TYPE_137,icon_research_Impartment.png,icon_research_lv1.png
10602,6,1,0,2,10,10601,137,100,LC_COMMON_TALENT_NAME_6,LC_COMMON_BUFF_TYPE_137,icon_research_Impartment.png,icon_research_lv1.png
10603,6,1,0,3,10,10602,137,150,LC_COMMON_TALENT_NAME_6,LC_COMMON_BUFF_TYPE_137,icon_research_Impartment.png,icon_research_lv1.png
10604,6,1,0,4,10,10603,137,200,LC_COMMON_TALENT_NAME_6,LC_COMMON_BUFF_TYPE_137,icon_research_Impartment.png,icon_research_lv1.png
10605,6,1,0,5,10,10604,137,300,LC_COMMON_TALENT_NAME_6,LC_COMMON_BUFF_TYPE_137,icon_research_Impartment.png,icon_research_lv1.png
10606,6,1,0,6,10,10605,137,400,LC_COMMON_TALENT_NAME_6,LC_COMMON_BUFF_TYPE_137,icon_research_Impartment.png,icon_research_lv1.png
10607,6,1,0,7,10,10606,137,500,LC_COMMON_TALENT_NAME_6,LC_COMMON_BUFF_TYPE_137,icon_research_Impartment.png,icon_research_lv1.png
10608,6,1,0,8,10,10607,137,600,LC_COMMON_TALENT_NAME_6,LC_COMMON_BUFF_TYPE_137,icon_research_Impartment.png,icon_research_lv1.png
10609,6,1,0,9,10,10608,137,750,LC_COMMON_TALENT_NAME_6,LC_COMMON_BUFF_TYPE_137,icon_research_Impartment.png,icon_research_lv1.png
10610,6,1,0,10,10,10609,137,900,LC_COMMON_TALENT_NAME_6,LC_COMMON_BUFF_TYPE_137,icon_research_Impartment.png,icon_research_lv1.png
10701,7,1,投石车攻击I,1,15,10605,150,50,LC_COMMON_TALENT_NAME_7,LC_COMMON_BUFF_TYPE_150,icon_research_Impartment.png,icon_research_lv1.png
10702,7,1,0,2,15,10701,150,100,LC_COMMON_TALENT_NAME_7,LC_COMMON_BUFF_TYPE_150,icon_research_Impartment.png,icon_research_lv1.png
10703,7,1,0,3,15,10702,150,150,LC_COMMON_TALENT_NAME_7,LC_COMMON_BUFF_TYPE_150,icon_research_Impartment.png,icon_research_lv1.png
10704,7,1,0,4,15,10703,150,200,LC_COMMON_TALENT_NAME_7,LC_COMMON_BUFF_TYPE_150,icon_research_Impartment.png,icon_research_lv1.png
10705,7,1,0,5,15,10704,150,300,LC_COMMON_TALENT_NAME_7,LC_COMMON_BUFF_TYPE_150,icon_research_Impartment.png,icon_research_lv1.png
10706,7,1,0,6,15,10705,150,400,LC_COMMON_TALENT_NAME_7,LC_COMMON_BUFF_TYPE_150,icon_research_Impartment.png,icon_research_lv1.png
10707,7,1,0,7,15,10706,150,500,LC_COMMON_TALENT_NAME_7,LC_COMMON_BUFF_TYPE_150,icon_research_Impartment.png,icon_research_lv1.png
10708,7,1,0,8,15,10707,150,600,LC_COMMON_TALENT_NAME_7,LC_COMMON_BUFF_TYPE_150,icon_research_Impartment.png,icon_research_lv1.png
10709,7,1,0,9,15,10708,150,750,LC_COMMON_TALENT_NAME_7,LC_COMMON_BUFF_TYPE_150,icon_research_Impartment.png,icon_research_lv1.png
10710,7,1,0,10,15,10709,150,900,LC_COMMON_TALENT_NAME_7,LC_COMMON_BUFF_TYPE_150,icon_research_Impartment.png,icon_research_lv1.png
10711,7,1,0,11,15,10710,150,1050,LC_COMMON_TALENT_NAME_7,LC_COMMON_BUFF_TYPE_150,icon_research_Impartment.png,icon_research_lv1.png
10712,7,1,0,12,15,10711,150,1200,LC_COMMON_TALENT_NAME_7,LC_COMMON_BUFF_TYPE_150,icon_research_Impartment.png,icon_research_lv1.png
10713,7,1,0,13,15,10712,150,1600,LC_COMMON_TALENT_NAME_7,LC_COMMON_BUFF_TYPE_150,icon_research_Impartment.png,icon_research_lv1.png
10714,7,1,0,14,15,10713,150,2000,LC_COMMON_TALENT_NAME_7,LC_COMMON_BUFF_TYPE_150,icon_research_Impartment.png,icon_research_lv1.png
10715,7,1,0,15,15,10714,150,3000,LC_COMMON_TALENT_NAME_7,LC_COMMON_BUFF_TYPE_150,icon_research_Impartment.png,icon_research_lv1.png
10801,8,1,井栏攻击I,1,15,10605,153,50,LC_COMMON_TALENT_NAME_8,LC_COMMON_BUFF_TYPE_153,icon_research_Impartment.png,icon_research_lv1.png
10802,8,1,0,2,15,10801,153,100,LC_COMMON_TALENT_NAME_8,LC_COMMON_BUFF_TYPE_153,icon_research_Impartment.png,icon_research_lv1.png
10803,8,1,0,3,15,10802,153,150,LC_COMMON_TALENT_NAME_8,LC_COMMON_BUFF_TYPE_153,icon_research_Impartment.png,icon_research_lv1.png
10804,8,1,0,4,15,10803,153,200,LC_COMMON_TALENT_NAME_8,LC_COMMON_BUFF_TYPE_153,icon_research_Impartment.png,icon_research_lv1.png
10805,8,1,0,5,15,10804,153,300,LC_COMMON_TALENT_NAME_8,LC_COMMON_BUFF_TYPE_153,icon_research_Impartment.png,icon_research_lv1.png
10806,8,1,0,6,15,10805,153,400,LC_COMMON_TALENT_NAME_8,LC_COMMON_BUFF_TYPE_153,icon_research_Impartment.png,icon_research_lv1.png
10807,8,1,0,7,15,10806,153,500,LC_COMMON_TALENT_NAME_8,LC_COMMON_BUFF_TYPE_153,icon_research_Impartment.png,icon_research_lv1.png
10808,8,1,0,8,15,10807,153,600,LC_COMMON_TALENT_NAME_8,LC_COMMON_BUFF_TYPE_153,icon_research_Impartment.png,icon_research_lv1.png
10809,8,1,0,9,15,10808,153,750,LC_COMMON_TALENT_NAME_8,LC_COMMON_BUFF_TYPE_153,icon_research_Impartment.png,icon_research_lv1.png
10810,8,1,0,10,15,10809,153,900,LC_COMMON_TALENT_NAME_8,LC_COMMON_BUFF_TYPE_153,icon_research_Impartment.png,icon_research_lv1.png
10811,8,1,0,11,15,10810,153,1050,LC_COMMON_TALENT_NAME_8,LC_COMMON_BUFF_TYPE_153,icon_research_Impartment.png,icon_research_lv1.png
10812,8,1,0,12,15,10811,153,1200,LC_COMMON_TALENT_NAME_8,LC_COMMON_BUFF_TYPE_153,icon_research_Impartment.png,icon_research_lv1.png
10813,8,1,0,13,15,10812,153,1600,LC_COMMON_TALENT_NAME_8,LC_COMMON_BUFF_TYPE_153,icon_research_Impartment.png,icon_research_lv1.png
10814,8,1,0,14,15,10813,153,2000,LC_COMMON_TALENT_NAME_8,LC_COMMON_BUFF_TYPE_153,icon_research_Impartment.png,icon_research_lv1.png
10815,8,1,0,15,15,10814,153,3000,LC_COMMON_TALENT_NAME_8,LC_COMMON_BUFF_TYPE_153,icon_research_Impartment.png,icon_research_lv1.png
10901,9,1,军团防御I,1,15,10605,157,50,LC_COMMON_TALENT_NAME_9,LC_COMMON_BUFF_TYPE_157,icon_research_Impartment.png,icon_research_lv1.png
10902,9,1,0,2,15,10901,157,100,LC_COMMON_TALENT_NAME_9,LC_COMMON_BUFF_TYPE_157,icon_research_Impartment.png,icon_research_lv1.png
10903,9,1,0,3,15,10902,157,150,LC_COMMON_TALENT_NAME_9,LC_COMMON_BUFF_TYPE_157,icon_research_Impartment.png,icon_research_lv1.png
10904,9,1,0,4,15,10903,157,200,LC_COMMON_TALENT_NAME_9,LC_COMMON_BUFF_TYPE_157,icon_research_Impartment.png,icon_research_lv1.png
10905,9,1,0,5,15,10904,157,300,LC_COMMON_TALENT_NAME_9,LC_COMMON_BUFF_TYPE_157,icon_research_Impartment.png,icon_research_lv1.png
10906,9,1,0,6,15,10905,157,400,LC_COMMON_TALENT_NAME_9,LC_COMMON_BUFF_TYPE_157,icon_research_Impartment.png,icon_research_lv1.png
10907,9,1,0,7,15,10906,157,500,LC_COMMON_TALENT_NAME_9,LC_COMMON_BUFF_TYPE_157,icon_research_Impartment.png,icon_research_lv1.png
10908,9,1,0,8,15,10907,157,600,LC_COMMON_TALENT_NAME_9,LC_COMMON_BUFF_TYPE_157,icon_research_Impartment.png,icon_research_lv1.png
10909,9,1,0,9,15,10908,157,750,LC_COMMON_TALENT_NAME_9,LC_COMMON_BUFF_TYPE_157,icon_research_Impartment.png,icon_research_lv1.png
10910,9,1,0,10,15,10909,157,900,LC_COMMON_TALENT_NAME_9,LC_COMMON_BUFF_TYPE_157,icon_research_Impartment.png,icon_research_lv1.png
10911,9,1,0,11,15,10910,157,1050,LC_COMMON_TALENT_NAME_9,LC_COMMON_BUFF_TYPE_157,icon_research_Impartment.png,icon_research_lv1.png
10912,9,1,0,12,15,10911,157,1200,LC_COMMON_TALENT_NAME_9,LC_COMMON_BUFF_TYPE_157,icon_research_Impartment.png,icon_research_lv1.png
10913,9,1,0,13,15,10912,157,1600,LC_COMMON_TALENT_NAME_9,LC_COMMON_BUFF_TYPE_157,icon_research_Impartment.png,icon_research_lv1.png
10914,9,1,0,14,15,10913,157,2000,LC_COMMON_TALENT_NAME_9,LC_COMMON_BUFF_TYPE_157,icon_research_Impartment.png,icon_research_lv1.png
10915,9,1,0,15,15,10914,157,3000,LC_COMMON_TALENT_NAME_9,LC_COMMON_BUFF_TYPE_157,icon_research_Impartment.png,icon_research_lv1.png
11001,10,1,军团生命I,1,15,10605,158,50,LC_COMMON_TALENT_NAME_10,LC_COMMON_BUFF_TYPE_158,icon_research_Impartment.png,icon_research_lv1.png
11002,10,1,0,2,15,11001,158,100,LC_COMMON_TALENT_NAME_10,LC_COMMON_BUFF_TYPE_158,icon_research_Impartment.png,icon_research_lv1.png
11003,10,1,0,3,15,11002,158,150,LC_COMMON_TALENT_NAME_10,LC_COMMON_BUFF_TYPE_158,icon_research_Impartment.png,icon_research_lv1.png
11004,10,1,0,4,15,11003,158,200,LC_COMMON_TALENT_NAME_10,LC_COMMON_BUFF_TYPE_158,icon_research_Impartment.png,icon_research_lv1.png
11005,10,1,0,5,15,11004,158,300,LC_COMMON_TALENT_NAME_10,LC_COMMON_BUFF_TYPE_158,icon_research_Impartment.png,icon_research_lv1.png
11006,10,1,0,6,15,11005,158,400,LC_COMMON_TALENT_NAME_10,LC_COMMON_BUFF_TYPE_158,icon_research_Impartment.png,icon_research_lv1.png
11007,10,1,0,7,15,11006,158,500,LC_COMMON_TALENT_NAME_10,LC_COMMON_BUFF_TYPE_158,icon_research_Impartment.png,icon_research_lv1.png
11008,10,1,0,8,15,11007,158,600,LC_COMMON_TALENT_NAME_10,LC_COMMON_BUFF_TYPE_158,icon_research_Impartment.png,icon_research_lv1.png
11009,10,1,0,9,15,11008,158,750,LC_COMMON_TALENT_NAME_10,LC_COMMON_BUFF_TYPE_158,icon_research_Impartment.png,icon_research_lv1.png
11010,10,1,0,10,15,11009,158,900,LC_COMMON_TALENT_NAME_10,LC_COMMON_BUFF_TYPE_158,icon_research_Impartment.png,icon_research_lv1.png
11011,10,1,0,11,15,11010,158,1050,LC_COMMON_TALENT_NAME_10,LC_COMMON_BUFF_TYPE_158,icon_research_Impartment.png,icon_research_lv1.png
11012,10,1,0,12,15,11011,158,1200,LC_COMMON_TALENT_NAME_10,LC_COMMON_BUFF_TYPE_158,icon_research_Impartment.png,icon_research_lv1.png
11013,10,1,0,13,15,11012,158,1600,LC_COMMON_TALENT_NAME_10,LC_COMMON_BUFF_TYPE_158,icon_research_Impartment.png,icon_research_lv1.png
11014,10,1,0,14,15,11013,158,2000,LC_COMMON_TALENT_NAME_10,LC_COMMON_BUFF_TYPE_158,icon_research_Impartment.png,icon_research_lv1.png
11015,10,1,0,15,15,11014,158,3000,LC_COMMON_TALENT_NAME_10,LC_COMMON_BUFF_TYPE_158,icon_research_Impartment.png,icon_research_lv1.png
11101,11,1,骑兵攻击II,1,20,10905#11005,144,50,LC_COMMON_TALENT_NAME_11,LC_COMMON_BUFF_TYPE_144,icon_research_Impartment.png,icon_research_lv1.png
11102,11,1,0,2,20,11101,144,100,LC_COMMON_TALENT_NAME_11,LC_COMMON_BUFF_TYPE_144,icon_research_Impartment.png,icon_research_lv1.png
11103,11,1,,3,20,11102,144,150,LC_COMMON_TALENT_NAME_11,LC_COMMON_BUFF_TYPE_144,icon_research_Impartment.png,icon_research_lv1.png
11104,11,1,,4,20,11103,144,200,LC_COMMON_TALENT_NAME_11,LC_COMMON_BUFF_TYPE_144,icon_research_Impartment.png,icon_research_lv1.png
11105,11,1,,5,20,11104,144,300,LC_COMMON_TALENT_NAME_11,LC_COMMON_BUFF_TYPE_144,icon_research_Impartment.png,icon_research_lv1.png
11106,11,1,,6,20,11105,144,400,LC_COMMON_TALENT_NAME_11,LC_COMMON_BUFF_TYPE_144,icon_research_Impartment.png,icon_research_lv1.png
11107,11,1,,7,20,11106,144,500,LC_COMMON_TALENT_NAME_11,LC_COMMON_BUFF_TYPE_144,icon_research_Impartment.png,icon_research_lv1.png
11108,11,1,,8,20,11107,144,600,LC_COMMON_TALENT_NAME_11,LC_COMMON_BUFF_TYPE_144,icon_research_Impartment.png,icon_research_lv1.png
11109,11,1,,9,20,11108,144,750,LC_COMMON_TALENT_NAME_11,LC_COMMON_BUFF_TYPE_144,icon_research_Impartment.png,icon_research_lv1.png
11110,11,1,,10,20,11109,144,900,LC_COMMON_TALENT_NAME_11,LC_COMMON_BUFF_TYPE_144,icon_research_Impartment.png,icon_research_lv1.png
11111,11,1,,11,20,11110,144,1050,LC_COMMON_TALENT_NAME_11,LC_COMMON_BUFF_TYPE_144,icon_research_Impartment.png,icon_research_lv1.png
11112,11,1,,12,20,11111,144,1200,LC_COMMON_TALENT_NAME_11,LC_COMMON_BUFF_TYPE_144,icon_research_Impartment.png,icon_research_lv1.png
11113,11,1,,13,20,11112,144,1600,LC_COMMON_TALENT_NAME_11,LC_COMMON_BUFF_TYPE_144,icon_research_Impartment.png,icon_research_lv1.png
11114,11,1,,14,20,11113,144,2000,LC_COMMON_TALENT_NAME_11,LC_COMMON_BUFF_TYPE_144,icon_research_Impartment.png,icon_research_lv1.png
11115,11,1,,15,20,11114,144,3000,LC_COMMON_TALENT_NAME_11,LC_COMMON_BUFF_TYPE_144,icon_research_Impartment.png,icon_research_lv1.png
11116,11,1,,16,20,11115,144,4000,LC_COMMON_TALENT_NAME_11,LC_COMMON_BUFF_TYPE_144,icon_research_Impartment.png,icon_research_lv1.png
11117,11,1,,17,20,11116,144,5000,LC_COMMON_TALENT_NAME_11,LC_COMMON_BUFF_TYPE_144,icon_research_Impartment.png,icon_research_lv1.png
11118,11,1,,18,20,11117,144,6000,LC_COMMON_TALENT_NAME_11,LC_COMMON_BUFF_TYPE_144,icon_research_Impartment.png,icon_research_lv1.png
11119,11,1,,19,20,11118,144,7000,LC_COMMON_TALENT_NAME_11,LC_COMMON_BUFF_TYPE_144,icon_research_Impartment.png,icon_research_lv1.png
11120,11,1,,20,20,11119,144,8000,LC_COMMON_TALENT_NAME_11,LC_COMMON_BUFF_TYPE_144,icon_research_Impartment.png,icon_research_lv1.png
11201,12,1,步兵攻击II,1,20,10905#11005,141,50,LC_COMMON_TALENT_NAME_12,LC_COMMON_BUFF_TYPE_141,icon_research_Impartment.png,icon_research_lv1.png
11202,12,1,,2,20,11201,141,100,LC_COMMON_TALENT_NAME_12,LC_COMMON_BUFF_TYPE_141,icon_research_Impartment.png,icon_research_lv1.png
11203,12,1,,3,20,11202,141,150,LC_COMMON_TALENT_NAME_12,LC_COMMON_BUFF_TYPE_141,icon_research_Impartment.png,icon_research_lv1.png
11204,12,1,,4,20,11203,141,200,LC_COMMON_TALENT_NAME_12,LC_COMMON_BUFF_TYPE_141,icon_research_Impartment.png,icon_research_lv1.png
11205,12,1,,5,20,11204,141,300,LC_COMMON_TALENT_NAME_12,LC_COMMON_BUFF_TYPE_141,icon_research_Impartment.png,icon_research_lv1.png
11206,12,1,,6,20,11205,141,400,LC_COMMON_TALENT_NAME_12,LC_COMMON_BUFF_TYPE_141,icon_research_Impartment.png,icon_research_lv1.png
11207,12,1,,7,20,11206,141,500,LC_COMMON_TALENT_NAME_12,LC_COMMON_BUFF_TYPE_141,icon_research_Impartment.png,icon_research_lv1.png
11208,12,1,,8,20,11207,141,600,LC_COMMON_TALENT_NAME_12,LC_COMMON_BUFF_TYPE_141,icon_research_Impartment.png,icon_research_lv1.png
11209,12,1,,9,20,11208,141,750,LC_COMMON_TALENT_NAME_12,LC_COMMON_BUFF_TYPE_141,icon_research_Impartment.png,icon_research_lv1.png
